gene,padj,fold,model
CCIN,3.556204501672295e-05,3,RF_max_depth=4_min_samples_leaf=5
FOXI2,4.30119628292221e-05,3,RF_max_depth=4_min_samples_leaf=5
TSNAXIP1,9.820043745730653e-05,3,RF_max_depth=4_min_samples_leaf=5
TRIM60,0.0001057561980992679,3,RF_max_depth=4_min_samples_leaf=5
EFHC2,0.00013254290395039013,3,RF_max_depth=4_min_samples_leaf=5
AC135731.1,0.00021077485487619576,3,RF_max_depth=4_min_samples_leaf=5
AQP12B,0.0005806761347163215,3,RF_max_depth=4_min_samples_leaf=5
SUN3,0.0007863187820017613,3,RF_max_depth=4_min_samples_leaf=5
SLC34A3,0.00111626315397771,3,RF_max_depth=4_min_samples_leaf=5
UBBP1,0.001417335229653906,3,RF_max_depth=4_min_samples_leaf=5
SPDYA,0.0014557504666834356,3,RF_max_depth=4_min_samples_leaf=5
AC139426.1,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
ZMAT4,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
C6orf222,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
DNM1P47,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
BSPRY,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
GRHL3,0.001965810460098856,3,RF_max_depth=4_min_samples_leaf=5
PADI1,0.0020987784117093354,3,RF_max_depth=4_min_samples_leaf=5
DEFB4B,0.0023265236672844144,3,RF_max_depth=4_min_samples_leaf=5
C3orf84,0.0023265236672844144,3,RF_max_depth=4_min_samples_leaf=5
CABP2,0.0023265236672844144,3,RF_max_depth=4_min_samples_leaf=5
MYF6,0.002393416775832938,3,RF_max_depth=4_min_samples_leaf=5
UMOD,0.0024370834868512638,3,RF_max_depth=4_min_samples_leaf=5
UGT3A2,0.0025324689231368265,3,RF_max_depth=4_min_samples_leaf=5
IRX6,0.0025324689231368265,3,RF_max_depth=4_min_samples_leaf=5
CCT8L1P,0.0025324689231368265,3,RF_max_depth=4_min_samples_leaf=5
C17orf78,0.00265201571097863,3,RF_max_depth=4_min_samples_leaf=5
TGIF2LX,0.002752915062437729,3,RF_max_depth=4_min_samples_leaf=5
OR10G9,0.002875224522415194,3,RF_max_depth=4_min_samples_leaf=5
ADAM6,0.0033334976973799202,3,RF_max_depth=4_min_samples_leaf=5
AC006538.1,0.003425993476437647,3,RF_max_depth=4_min_samples_leaf=5
NPY4R,0.004085390491956862,3,RF_max_depth=4_min_samples_leaf=5
HNRNPA1P9,0.004131978270379738,3,RF_max_depth=4_min_samples_leaf=5
NACAD,0.004204473090879509,3,RF_max_depth=4_min_samples_leaf=5
TNNC1,0.004204473090879509,3,RF_max_depth=4_min_samples_leaf=5
C2orf70,0.004436555200641601,3,RF_max_depth=4_min_samples_leaf=5
GPA33,0.004436555200641601,3,RF_max_depth=4_min_samples_leaf=5
SLC7A3,0.004438222826980152,3,RF_max_depth=4_min_samples_leaf=5
AP000552.3,0.004864663140060189,3,RF_max_depth=4_min_samples_leaf=5
DPPA3,0.004864663140060189,3,RF_max_depth=4_min_samples_leaf=5
AC004889.1,0.004864663140060189,3,RF_max_depth=4_min_samples_leaf=5
CAMK1G,0.005079476174166191,3,RF_max_depth=4_min_samples_leaf=5
CLDN19,0.005079476174166191,3,RF_max_depth=4_min_samples_leaf=5
REELD1,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
WFDC5,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
BPIFB6,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
GPR6,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
NPY5R,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
LRRC30,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
PROKR2,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
CATSPER4,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
AC012354.2,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
POPDC3,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
FGF8,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
FAM47C,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
IGKV1OR2-118,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
REC114,0.00513252575798901,3,RF_max_depth=4_min_samples_leaf=5
SMYD1,0.00536889924013486,3,RF_max_depth=4_min_samples_leaf=5
PADI3,0.005403135267365348,3,RF_max_depth=4_min_samples_leaf=5
MOS,0.005687326339847545,3,RF_max_depth=4_min_samples_leaf=5
KCNIP1,0.005687326339847545,3,RF_max_depth=4_min_samples_leaf=5
KRTAP10-8,0.005871614377615396,3,RF_max_depth=4_min_samples_leaf=5
RFPL4AP1,0.006104574791591355,3,RF_max_depth=4_min_samples_leaf=5
PPP4R3C,0.006104574791591355,3,RF_max_depth=4_min_samples_leaf=5
GJB3,0.006104574791591355,3,RF_max_depth=4_min_samples_leaf=5
ACTRT3,0.006104574791591355,3,RF_max_depth=4_min_samples_leaf=5
DEFB106A,0.00612084847942525,3,RF_max_depth=4_min_samples_leaf=5
SLC29A4P1,0.006163251206785638,3,RF_max_depth=4_min_samples_leaf=5
OR6P1,0.006694240499421805,3,RF_max_depth=4_min_samples_leaf=5
PF4V1,0.006706414089905437,3,RF_max_depth=4_min_samples_leaf=5
TAS1R2,0.006706414089905437,3,RF_max_depth=4_min_samples_leaf=5
C11orf16,0.006706414089905437,3,RF_max_depth=4_min_samples_leaf=5
LELP1,0.006952600488037477,3,RF_max_depth=4_min_samples_leaf=5
NTNG1,0.007003043354357123,3,RF_max_depth=4_min_samples_leaf=5
AC015911.1,0.007499184652322325,3,RF_max_depth=4_min_samples_leaf=5
CYTOR,0.007499184652322325,3,RF_max_depth=4_min_samples_leaf=5
ELANE,0.007499184652322325,3,RF_max_depth=4_min_samples_leaf=5
DEFB119,0.007499184652322325,3,RF_max_depth=4_min_samples_leaf=5
H2AFB2,0.007627623853773193,3,RF_max_depth=4_min_samples_leaf=5
DEFB107A,0.007627623853773193,3,RF_max_depth=4_min_samples_leaf=5
TGFBR3L,0.007886548048861542,3,RF_max_depth=4_min_samples_leaf=5
RS1,0.007886548048861542,3,RF_max_depth=4_min_samples_leaf=5
DEFB107B,0.007984439482166691,3,RF_max_depth=4_min_samples_leaf=5
SLC6A8,0.008424446513401863,3,RF_max_depth=4_min_samples_leaf=5
AL512310.6,0.008454176954173264,3,RF_max_depth=4_min_samples_leaf=5
DCDC2C,0.008733640460903786,3,RF_max_depth=4_min_samples_leaf=5
EPHB3,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
PGPEP1L,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
KDM4E,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
MYL1,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
DEFB106B,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
ASTL,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
OBP2B,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
LRRC3C,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
DEFB104A,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
RLBP1,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
KRTDAP,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
MYOG,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
GNRHR,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
AC008985.1,0.008942416619876362,3,RF_max_depth=4_min_samples_leaf=5
BPIFB3,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
ACTBL2,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
CNTD1,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
DNASE2B,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
CELA3A,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
FABP6,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
AC112504.1,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
DEFB104B,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
AC136443.1,0.009020553691482839,3,RF_max_depth=4_min_samples_leaf=5
CD177P1,0.009099090835679835,3,RF_max_depth=4_min_samples_leaf=5
RESP18,0.009539978098851293,3,RF_max_depth=4_min_samples_leaf=5
IGHE,0.009539978098851293,3,RF_max_depth=4_min_samples_leaf=5
LHCGR,0.009539978098851293,3,RF_max_depth=4_min_samples_leaf=5
DCAF12L2,0.009539978098851293,3,RF_max_depth=4_min_samples_leaf=5
ZNF488,0.009539978098851293,3,RF_max_depth=4_min_samples_leaf=5
PABPC1P2,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
MT-CO2,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
NYX,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
PRSS55,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
C7orf65,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
AC092068.2,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
CDRT15P1,0.009637286568264344,3,RF_max_depth=4_min_samples_leaf=5
MYBPHL,0.009960960752808147,3,RF_max_depth=4_min_samples_leaf=5
PRAMEF17,0.010049041368567822,3,RF_max_depth=4_min_samples_leaf=5
OR5AC2,0.010201976543035639,3,RF_max_depth=4_min_samples_leaf=5
NT5DC4,0.010418860434589465,3,RF_max_depth=4_min_samples_leaf=5
AQP8,0.010486484640233714,3,RF_max_depth=4_min_samples_leaf=5
FAM90A27P,0.010486484640233714,3,RF_max_depth=4_min_samples_leaf=5
AL691447.2,0.010544554669226328,3,RF_max_depth=4_min_samples_leaf=5
CAMK2N2,0.01067233362851584,3,RF_max_depth=4_min_samples_leaf=5
RAB13,0.01077245117874679,3,RF_max_depth=4_min_samples_leaf=5
AKAP4,0.010888728339933706,3,RF_max_depth=4_min_samples_leaf=5
KLF17,0.011221040415915182,3,RF_max_depth=4_min_samples_leaf=5
OR56A1,0.01143842902037742,3,RF_max_depth=4_min_samples_leaf=5
LINC02203,0.011558593650926272,3,RF_max_depth=4_min_samples_leaf=5
HS6ST2,0.011617951009847517,3,RF_max_depth=4_min_samples_leaf=5
NANOGP2,0.011698964007918733,3,RF_max_depth=4_min_samples_leaf=5
MTCO1P12,0.01183950477458477,3,RF_max_depth=4_min_samples_leaf=5
FOXL2,0.011993337765651006,3,RF_max_depth=4_min_samples_leaf=5
FZD9,0.012426847241995154,3,RF_max_depth=4_min_samples_leaf=5
FUNDC2P2,0.01246545023561772,3,RF_max_depth=4_min_samples_leaf=5
KCNK16,0.01262791929664901,3,RF_max_depth=4_min_samples_leaf=5
GPR152,0.01262791929664901,3,RF_max_depth=4_min_samples_leaf=5
REXO1L3P,0.012801450875359404,3,RF_max_depth=4_min_samples_leaf=5
VSTM1,0.013252153900712754,3,RF_max_depth=4_min_samples_leaf=5
RPS4XP3,0.013341217021609068,3,RF_max_depth=4_min_samples_leaf=5
AHSP,0.013345337090713427,3,RF_max_depth=4_min_samples_leaf=5
C9orf24,0.013428019456591498,3,RF_max_depth=4_min_samples_leaf=5
IGKV6D-21,0.013721518396763173,3,RF_max_depth=4_min_samples_leaf=5
IGKV1D-43,0.014046106592710413,3,RF_max_depth=4_min_samples_leaf=5
PDYN,0.014046106592710413,3,RF_max_depth=4_min_samples_leaf=5
PCDHAC2,0.014090935086277448,3,RF_max_depth=4_min_samples_leaf=5
OR2T27,0.014166735687059269,3,RF_max_depth=4_min_samples_leaf=5
FAM83C,0.014166735687059269,3,RF_max_depth=4_min_samples_leaf=5
GUCY2F,0.01422236508540898,3,RF_max_depth=4_min_samples_leaf=5
KRT33B,0.014270700001879851,3,RF_max_depth=4_min_samples_leaf=5
WNT16,0.014560691179057735,3,RF_max_depth=4_min_samples_leaf=5
OR51D1,0.014658689087934551,3,RF_max_depth=4_min_samples_leaf=5
ZMYND12,0.014842942552811874,3,RF_max_depth=4_min_samples_leaf=5
TAAR5,0.015597736735377104,3,RF_max_depth=4_min_samples_leaf=5
AC009060.2,0.01560325433251736,3,RF_max_depth=4_min_samples_leaf=5
TREM2,0.01578988686676743,3,RF_max_depth=4_min_samples_leaf=5
TEX13A,0.015924119684186753,3,RF_max_depth=4_min_samples_leaf=5
GPR139,0.01612243881583402,3,RF_max_depth=4_min_samples_leaf=5
AC127070.4,0.016228833677981797,3,RF_max_depth=4_min_samples_leaf=5
OR51K1P,0.016290341182164325,3,RF_max_depth=4_min_samples_leaf=5
LLCFC1,0.016829099525573325,3,RF_max_depth=4_min_samples_leaf=5
RHEBL1,0.016829099525573325,3,RF_max_depth=4_min_samples_leaf=5
GHSR,0.017047776162790844,3,RF_max_depth=4_min_samples_leaf=5
MYOZ3,0.017226993120161075,3,RF_max_depth=4_min_samples_leaf=5
ZNF648,0.01733853051204848,3,RF_max_depth=4_min_samples_leaf=5
VGLL2,0.017472051213725387,3,RF_max_depth=4_min_samples_leaf=5
RAB25,0.017773423665657425,3,RF_max_depth=4_min_samples_leaf=5
C8orf87,0.017773423665657425,3,RF_max_depth=4_min_samples_leaf=5
LRRC53,0.017773423665657425,3,RF_max_depth=4_min_samples_leaf=5
AC239859.6,0.017773423665657425,3,RF_max_depth=4_min_samples_leaf=5
CDRT15L2,0.017800498384435263,3,RF_max_depth=4_min_samples_leaf=5
AC092368.3,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
KRT84,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
OR10A3,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
DNM1P51,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
TIMP4,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
AC008033.1,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
PJVK,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
AC025594.1,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
OR52N5,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
LGALS16,0.017976997630697024,3,RF_max_depth=4_min_samples_leaf=5
CRABP2,0.01812924288724069,3,RF_max_depth=4_min_samples_leaf=5
OR52I2,0.018174128091738205,3,RF_max_depth=4_min_samples_leaf=5
AC008395.1,0.01834813333520814,3,RF_max_depth=4_min_samples_leaf=5
KRT32,0.01834813333520814,3,RF_max_depth=4_min_samples_leaf=5
DRD1,0.018392684925084953,3,RF_max_depth=4_min_samples_leaf=5
OR5H2,0.018392684925084953,3,RF_max_depth=4_min_samples_leaf=5
RNASE10,0.018392684925084953,3,RF_max_depth=4_min_samples_leaf=5
RNASE8,0.019042911789328498,3,RF_max_depth=4_min_samples_leaf=5
IGHV3OR16-8,0.01937348494359055,3,RF_max_depth=4_min_samples_leaf=5
RD3L,0.019700025202581524,3,RF_max_depth=4_min_samples_leaf=5
BARHL2,0.020097221812224945,3,RF_max_depth=4_min_samples_leaf=5
IFNL2,0.020209784499825693,3,RF_max_depth=4_min_samples_leaf=5
GSX2,0.020253715992435948,3,RF_max_depth=4_min_samples_leaf=5
CRYGD,0.020253715992435948,3,RF_max_depth=4_min_samples_leaf=5
PRDM13,0.020253715992435948,3,RF_max_depth=4_min_samples_leaf=5
C5orf17,0.020253715992435948,3,RF_max_depth=4_min_samples_leaf=5
AL138820.1,0.020754185741669994,3,RF_max_depth=4_min_samples_leaf=5
TSPAN16,0.020754185741669994,3,RF_max_depth=4_min_samples_leaf=5
IFNL1,0.020754185741669994,3,RF_max_depth=4_min_samples_leaf=5
ZNF679,0.020754185741669994,3,RF_max_depth=4_min_samples_leaf=5
UPK2,0.020754712277194852,3,RF_max_depth=4_min_samples_leaf=5
AC239798.2,0.020783361511227658,3,RF_max_depth=4_min_samples_leaf=5
FAM90A28P,0.021221074418733367,3,RF_max_depth=4_min_samples_leaf=5
C6orf52,0.02145653120292996,3,RF_max_depth=4_min_samples_leaf=5
INAFM2,0.02145653120292996,3,RF_max_depth=4_min_samples_leaf=5
PPDPFL,0.02145653120292996,3,RF_max_depth=4_min_samples_leaf=5
FFAR1,0.021478674102608227,3,RF_max_depth=4_min_samples_leaf=5
KHDC1,0.021504498212400334,3,RF_max_depth=4_min_samples_leaf=5
HIGD2B,0.021567578653555085,3,RF_max_depth=4_min_samples_leaf=5
INHA,0.021567578653555085,3,RF_max_depth=4_min_samples_leaf=5
SGCZ,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
MUCL1,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
OR8K5,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
SHISA3,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
AC090515.5,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
OR2W3,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
GML,0.022179920499129983,3,RF_max_depth=4_min_samples_leaf=5
C16orf78,0.02233376213660119,3,RF_max_depth=4_min_samples_leaf=5
OR1L3,0.02233376213660119,3,RF_max_depth=4_min_samples_leaf=5
C8orf74,0.02233376213660119,3,RF_max_depth=4_min_samples_leaf=5
PTGER1,0.02233376213660119,3,RF_max_depth=4_min_samples_leaf=5
C2orf83,0.02233376213660119,3,RF_max_depth=4_min_samples_leaf=5
LMLN2,0.022525114279871923,3,RF_max_depth=4_min_samples_leaf=5
AL589743.3,0.022875649735034115,3,RF_max_depth=4_min_samples_leaf=5
CIAPIN1P,0.023584742826429403,3,RF_max_depth=4_min_samples_leaf=5
SPACA1,0.023691956979151194,3,RF_max_depth=4_min_samples_leaf=5
TLX2,0.023913747921057615,3,RF_max_depth=4_min_samples_leaf=5
RHOA-IT1,0.024602635614022397,3,RF_max_depth=4_min_samples_leaf=5
KLHL41,0.024960859033448912,3,RF_max_depth=4_min_samples_leaf=5
WNT1,0.025031712629879795,3,RF_max_depth=4_min_samples_leaf=5
GPR149,0.0253606762475196,3,RF_max_depth=4_min_samples_leaf=5
VAX2,0.025923541168369525,3,RF_max_depth=4_min_samples_leaf=5
ZNF280A,0.025923541168369525,3,RF_max_depth=4_min_samples_leaf=5
OR2M5,0.02625481001732466,3,RF_max_depth=4_min_samples_leaf=5
U73166.1,0.026444809239549328,3,RF_max_depth=4_min_samples_leaf=5
FAM177B,0.026444809239549328,3,RF_max_depth=4_min_samples_leaf=5
FDCSP,0.026478444457494407,3,RF_max_depth=4_min_samples_leaf=5
KRTAP21-2,0.02678789725375651,3,RF_max_depth=4_min_samples_leaf=5
AC092127.1,0.027082213358308613,3,RF_max_depth=4_min_samples_leaf=5
TBC1D21,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
AC026468.1,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
NCR2,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
AC009113.1,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
AC007952.9,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
SLAMF9,0.027238666548564765,3,RF_max_depth=4_min_samples_leaf=5
RASSF10,0.027300279735954672,3,RF_max_depth=4_min_samples_leaf=5
GPR143,0.027300279735954672,3,RF_max_depth=4_min_samples_leaf=5
AC010538.1,0.027448725741733696,3,RF_max_depth=4_min_samples_leaf=5
SERPINA13P,0.027448725741733696,3,RF_max_depth=4_min_samples_leaf=5
BX276092.9,0.027738999694085335,3,RF_max_depth=4_min_samples_leaf=5
NEUROG2,0.028107271739950736,3,RF_max_depth=4_min_samples_leaf=5
RWDD4P1,0.028107271739950736,3,RF_max_depth=4_min_samples_leaf=5
KCNV1,0.028476568994889526,3,RF_max_depth=4_min_samples_leaf=5
IRGC,0.028476568994889526,3,RF_max_depth=4_min_samples_leaf=5
AC023310.1,0.02902062421591175,3,RF_max_depth=4_min_samples_leaf=5
JHDM1D-AS1,0.02924148495932061,3,RF_max_depth=4_min_samples_leaf=5
MT-CO1,0.02924148495932061,3,RF_max_depth=4_min_samples_leaf=5
IGHV1-58,0.029627403064097946,3,RF_max_depth=4_min_samples_leaf=5
CHRNA3,0.02982092004212631,3,RF_max_depth=4_min_samples_leaf=5
DQX1,0.02982092004212631,3,RF_max_depth=4_min_samples_leaf=5
GPAT2P2,0.030015122780838552,3,RF_max_depth=4_min_samples_leaf=5
OR52R1,0.03003284732985637,3,RF_max_depth=4_min_samples_leaf=5
C17orf98,0.030097579772352997,3,RF_max_depth=4_min_samples_leaf=5
OR52L1,0.030216753980034972,3,RF_max_depth=4_min_samples_leaf=5
TMEM174,0.030388555216073237,3,RF_max_depth=4_min_samples_leaf=5
PTCRA,0.030599240420079946,3,RF_max_depth=4_min_samples_leaf=5
MYL4,0.03100287323512565,3,RF_max_depth=4_min_samples_leaf=5
LPAR4,0.03155896324088166,3,RF_max_depth=4_min_samples_leaf=5
OR7E26P,0.032041088227059804,3,RF_max_depth=4_min_samples_leaf=5
AF186192.1,0.03256728373100144,3,RF_max_depth=4_min_samples_leaf=5
BPIFC,0.03273355757742095,3,RF_max_depth=4_min_samples_leaf=5
FAM47B,0.03278332421570266,3,RF_max_depth=4_min_samples_leaf=5
AL512770.1,0.03278332421570266,3,RF_max_depth=4_min_samples_leaf=5
PTGES2-AS1,0.032837965076932686,3,RF_max_depth=4_min_samples_leaf=5
AL031595.2,0.03330192832146371,3,RF_max_depth=4_min_samples_leaf=5
SBF2-AS1,0.033307817917094716,3,RF_max_depth=4_min_samples_leaf=5
BPIFB2,0.03339426485562948,3,RF_max_depth=4_min_samples_leaf=5
HOXA11,0.03587517154042598,3,RF_max_depth=4_min_samples_leaf=5
GK2,0.035897157044494164,3,RF_max_depth=4_min_samples_leaf=5
OR1F2P,0.035898160725198115,3,RF_max_depth=4_min_samples_leaf=5
AP000357.1,0.035898160725198115,3,RF_max_depth=4_min_samples_leaf=5
CELA2B,0.035898160725198115,3,RF_max_depth=4_min_samples_leaf=5
DBET,0.035898160725198115,3,RF_max_depth=4_min_samples_leaf=5
PDE6H,0.035898160725198115,3,RF_max_depth=4_min_samples_leaf=5
RLN2,0.03665650552697278,3,RF_max_depth=4_min_samples_leaf=5
A1BG,0.03700714662985853,3,RF_max_depth=4_min_samples_leaf=5
IGHV3OR16-9,0.03700714662985853,3,RF_max_depth=4_min_samples_leaf=5
AC120114.4,0.03700714662985853,3,RF_max_depth=4_min_samples_leaf=5
AC104791.2,0.038238155486517655,3,RF_max_depth=4_min_samples_leaf=5
AC138647.1,0.038238155486517655,3,RF_max_depth=4_min_samples_leaf=5
MAGEC2,0.038238155486517655,3,RF_max_depth=4_min_samples_leaf=5
JPX,0.038238155486517655,3,RF_max_depth=4_min_samples_leaf=5
OR2F2,0.03965687464442805,3,RF_max_depth=4_min_samples_leaf=5
AC009086.3,0.03965687464442805,3,RF_max_depth=4_min_samples_leaf=5
GOT1L1,0.039813326661151505,3,RF_max_depth=4_min_samples_leaf=5
LINC02197,0.03994475724324776,3,RF_max_depth=4_min_samples_leaf=5
SLC6A18,0.040055467748424785,3,RF_max_depth=4_min_samples_leaf=5
TBX22,0.040055467748424785,3,RF_max_depth=4_min_samples_leaf=5
GLRA4,0.04049252675991877,3,RF_max_depth=4_min_samples_leaf=5
AC012441.2,0.040647517455257444,3,RF_max_depth=4_min_samples_leaf=5
OR5P3,0.040647517455257444,3,RF_max_depth=4_min_samples_leaf=5
CCR8,0.04065825550243512,3,RF_max_depth=4_min_samples_leaf=5
AP005212.1,0.04069285952104445,3,RF_max_depth=4_min_samples_leaf=5
OR52B1P,0.04069285952104445,3,RF_max_depth=4_min_samples_leaf=5
SOHLH1,0.04069285952104445,3,RF_max_depth=4_min_samples_leaf=5
PSORS1C1,0.04111103193281701,3,RF_max_depth=4_min_samples_leaf=5
KCTD21-AS1,0.0419211275096112,3,RF_max_depth=4_min_samples_leaf=5
DYNLRB2,0.042939904056933945,3,RF_max_depth=4_min_samples_leaf=5
AC092053.3,0.04300767470686839,3,RF_max_depth=4_min_samples_leaf=5
ALG1L2,0.043193172627589156,3,RF_max_depth=4_min_samples_leaf=5
AC104794.2,0.043193172627589156,3,RF_max_depth=4_min_samples_leaf=5
AP003057.1,0.043193172627589156,3,RF_max_depth=4_min_samples_leaf=5
SPZ1,0.043193172627589156,3,RF_max_depth=4_min_samples_leaf=5
AL008638.3,0.043708795701659545,3,RF_max_depth=4_min_samples_leaf=5
AC008740.2,0.043708795701659545,3,RF_max_depth=4_min_samples_leaf=5
TNFSF18,0.043708795701659545,3,RF_max_depth=4_min_samples_leaf=5
PRSS29P,0.043708795701659545,3,RF_max_depth=4_min_samples_leaf=5
GRID1,0.04391718802109978,3,RF_max_depth=4_min_samples_leaf=5
S100B,0.04425478696688573,3,RF_max_depth=4_min_samples_leaf=5
MIAT,0.044456275875786204,3,RF_max_depth=4_min_samples_leaf=5
AC003681.1,0.04452820395791943,3,RF_max_depth=4_min_samples_leaf=5
AC099684.2,0.044770381813394454,3,RF_max_depth=4_min_samples_leaf=5
GPR20,0.044838415114245044,3,RF_max_depth=4_min_samples_leaf=5
C17orf113,0.046262603588788885,3,RF_max_depth=4_min_samples_leaf=5
P2RY4,0.046770060775709374,3,RF_max_depth=4_min_samples_leaf=5
OR5F1,0.046770060775709374,3,RF_max_depth=4_min_samples_leaf=5
DMRT3,0.04684604738147252,3,RF_max_depth=4_min_samples_leaf=5
AC018647.2,0.04684604738147252,3,RF_max_depth=4_min_samples_leaf=5
OR8B12,0.04726220553625128,3,RF_max_depth=4_min_samples_leaf=5
AC090525.2,0.04726220553625128,3,RF_max_depth=4_min_samples_leaf=5
MAPK11,0.04726220553625128,3,RF_max_depth=4_min_samples_leaf=5
GALR3,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
CA7,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
AC106788.2,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
TNFSF9,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
DEFB115,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
C11orf53,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
AL136982.1,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
AC015871.4,0.04727585937589916,3,RF_max_depth=4_min_samples_leaf=5
LIPM,0.04764107132822796,3,RF_max_depth=4_min_samples_leaf=5
KLK12,0.04764107132822796,3,RF_max_depth=4_min_samples_leaf=5
ANGPT4,0.04764107132822796,3,RF_max_depth=4_min_samples_leaf=5
IGKV1OR22-5,0.04794619944360568,3,RF_max_depth=4_min_samples_leaf=5
BEST3,0.04797521495961461,3,RF_max_depth=4_min_samples_leaf=5
MRPL30,0.04797521495961461,3,RF_max_depth=4_min_samples_leaf=5
AC012645.2,0.04797521495961461,3,RF_max_depth=4_min_samples_leaf=5
LENG9,0.04797521495961461,3,RF_max_depth=4_min_samples_leaf=5
TAS2R13,0.04811952110559851,3,RF_max_depth=4_min_samples_leaf=5
AL445235.1,0.04812250231912492,3,RF_max_depth=4_min_samples_leaf=5
FOSL1P1,0.04812250231912492,3,RF_max_depth=4_min_samples_leaf=5
TRAV13-2,0.04812250231912492,3,RF_max_depth=4_min_samples_leaf=5
CSF2,0.048357797822076116,3,RF_max_depth=4_min_samples_leaf=5
OR10J1,0.048357797822076116,3,RF_max_depth=4_min_samples_leaf=5
ANKRD65,0.048357797822076116,3,RF_max_depth=4_min_samples_leaf=5
AC025198.1,0.04869322304174243,3,RF_max_depth=4_min_samples_leaf=5
OR2I1P,0.04892625157862099,3,RF_max_depth=4_min_samples_leaf=5
